OPPORTUNITY NUMBER,,,pos_tuple,pos,token_str,term_str,term_id
72044021RFA00003,3,2,"('academics', 'NNS')",NNS,academics,academics,35
72044021RFA00003,3,3,"('will', 'MD')",MD,will,will,1462
72044021RFA00003,3,4,"('contribute', 'VB')",VB,contribute,contribute,301
72044021RFA00003,3,5,"('to', 'TO')",TO,to,to,1348
72044021RFA00003,3,6,"('increased', 'VBN')",VBN,increased,increased,700
72044021RFA00003,3,7,"('financial', 'JJ')",JJ,financial,financial,541
72044021RFA00003,3,8,"('sustainability', 'NN')",NN,sustainability,sustainability,1297
72044021RFA00003,3,9,"('.', '.')",.,.,,0
72044021RFA00003,4,0,"('Research', 'NN')",NN,Research,research,1141
72044021RFA00003,4,1,"('and', 'CC')",CC,and,and,112
72044021RFA00003,4,2,"('academics', 'NNS')",NNS,academics,academics,35
72044021RFA00003,4,3,"('also', 'RB')",RB,also,also,101
72044021RFA00003,4,4,"('support', 'VBP')",VBP,support,support,1288
72044021RFA00003,4,5,"('each', 'DT')",DT,each,each,419
72044021RFA00003,4,6,"('other', 'JJ')",JJ,other,other,962
72044021RFA00003,4,7,"('-', ':')",:,-,,0
72044021RFA00003,4,8,"('stronger', 'JJR')",JJR,stronger,stronger,1267
72044021RFA00003,4,9,"('research', 'NN')",NN,research,research,1141
72044021RFA00003,4,10,"('capacity', 'NN')",NN,capacity,capacity,202
72044021RFA00003,4,11,"('improves', 'VBZ')",VBZ,improves,improves,689
72044021RFA00003,4,12,"('academic', 'JJ')",JJ,academic,academic,34
72044021RFA00003,4,13,"('offerings', 'NNS')",NNS,offerings,offerings,946
72044021RFA00003,4,14,"('and', 'CC')",CC,and,and,112
72044021RFA00003,4,15,"('both', 'DT')",DT,both,both,179
72044021RFA00003,4,16,"('can', 'MD')",MD,can,can,200
72044021RFA00003,4,17,"('contribute', 'VB')",VB,contribute,contribute,301
72044021RFA00003,4,18,"('to', 'TO')",TO,to,to,1348
72044021RFA00003,4,19,"('increased', 'VBN')",VBN,increased,increased,700
72044021RFA00003,4,20,"('revenue', 'NN')",NN,revenue,revenue,1160
72044021RFA00003,4,21,"('for', 'IN')",IN,for,for,556
72044021RFA00003,4,22,"('the', 'DT')",DT,the,the,1324
72044021RFA00003,4,23,"('institution', 'NN')",NN,institution,institution,724
72044021RFA00003,4,24,"('.', '.')",.,.,,0
72044020RFA00004,0,0,"('This', 'DT')",DT,This,this,1336
72044020RFA00004,0,1,"('will', 'MD')",MD,will,will,1462
72044020RFA00004,0,2,"('focus', 'VB')",VB,focus,focus,551
72044020RFA00004,0,3,"('on', 'IN')",IN,on,on,947
72044020RFA00004,0,4,"('addressing', 'VBG')",VBG,addressing,addressing,70
72044020RFA00004,0,5,"('two', 'CD')",CD,two,two,1379
72044020RFA00004,0,6,"('primary', 'JJ')",JJ,primary,primary,1061
72044020RFA00004,0,7,"('threats', 'NNS')",NNS,threats,threats,1341
72044020RFA00004,0,8,"('to', 'TO')",TO,to,to,1348
72044020RFA00004,0,9,"('biodiversity', 'NN')",NN,biodiversity,biodiversity,176
72044020RFA00004,0,10,"('in', 'IN')",IN,in,in,691
72044020RFA00004,0,11,"('Vietnam', 'NNP')",NNP,Vietnam,vietnam,1429
72044020RFA00004,0,12,"(':', ':')",:,:,,0
72044020RFA00004,0,13,"('(', '(')",(,(,,0
72044020RFA00004,0,14,"('1', 'CD')",CD,1,1,1
72044020RFA00004,0,15,"(')', ')')",),),,0
72044020RFA00004,0,16,"('hunting', 'NN')",NN,hunting,hunting,664
72044020RFA00004,0,17,"('of', 'IN')",IN,of,of,944
72044020RFA00004,0,18,"('endemic', 'JJ')",JJ,endemic,endemic,460
72044020RFA00004,0,19,"('and', 'CC')",CC,and,and,112
72044020RFA00004,0,20,"('endangered', 'VBD')",VBD,endangered,endangered,459
72044020RFA00004,0,21,"('faunal', 'JJ')",JJ,faunal,faunal,532
72044020RFA00004,0,22,"('species', 'NNS')",NNS,species,species,1240
72044020RFA00004,0,23,"(';', ':')",:,;,,0
72044020RFA00004,0,24,"('and', 'CC')",CC,and,and,112
72044020RFA00004,0,25,"(',', ',')",",",",",,0
72044020RFA00004,0,26,"('(', '(')",(,(,,0
72044020RFA00004,0,27,"('2', 'CD')",CD,2,2,6
72044020RFA00004,0,28,"(')', ')')",),),,0
72044020RFA00004,0,29,"('unsustainable', 'JJ')",JJ,unsustainable,unsustainable,1396
72044020RFA00004,0,30,"('natural', 'JJ')",JJ,natural,natural,912
72044020RFA00004,0,31,"('forest', 'NN')",NN,forest,forest,557
72044020RFA00004,0,32,"('use', 'NN')",NN,use,use,1415
72044020RFA00004,0,33,"('due', 'JJ')",JJ,due,due,416
72044020RFA00004,0,34,"('to', 'TO')",TO,to,to,1348
72044020RFA00004,0,35,"('illegal', 'JJ')",JJ,illegal,illegal,672
72044020RFA00004,0,36,"('logging', 'NN')",NN,logging,logging,836
72044020RFA00004,0,37,"('.', '.')",.,.,,0
72044020RFA00004,1,0,"('To', 'TO')",TO,To,to,1348
72044020RFA00004,1,1,"('a', 'DT')",DT,a,a,25
72044020RFA00004,1,2,"('lesser', 'JJR')",JJR,lesser,lesser,807
72044020RFA00004,1,3,"('extent', 'NN')",NN,extent,extent,520
72044020RFA00004,1,4,"(',', ',')",",",",",,0
72044020RFA00004,1,5,"('the', 'DT')",DT,the,the,1324
72044020RFA00004,1,6,"('will', 'MD')",MD,will,will,1462
72044020RFA00004,1,7,"('also', 'RB')",RB,also,also,101
72044020RFA00004,1,8,"('address', 'VB')",VB,address,address,68
72044020RFA00004,1,9,"('threats', 'NNS')",NNS,threats,threats,1341
72044020RFA00004,1,10,"('from', 'IN')",IN,from,from,575
72044020RFA00004,1,11,"('unsustainable', 'JJ')",JJ,unsustainable,unsustainable,1396
72044020RFA00004,1,12,"('natural', 'JJ')",JJ,natural,natural,912
72044020RFA00004,1,13,"('forest', 'NN')",NN,forest,forest,557
72044020RFA00004,1,14,"('use', 'NN')",NN,use,use,1415
72044020RFA00004,1,15,"('due', 'JJ')",JJ,due,due,416
72044020RFA00004,1,16,"('to', 'TO')",TO,to,to,1348
72044020RFA00004,1,17,"('illegal', 'JJ')",JJ,illegal,illegal,672
72044020RFA00004,1,18,"('collection', 'NN')",NN,collection,collection,251
72044020RFA00004,1,19,"('of', 'IN')",IN,of,of,944
72044020RFA00004,1,20,"('wood', 'NN')",NN,wood,wood,1468
72044020RFA00004,1,21,"('and', 'CC')",CC,and,and,112
72044020RFA00004,1,22,"('non-timber', 'JJ')",JJ,non-timber,nontimber,932
72044020RFA00004,1,23,"('forest', 'NN')",NN,forest,forest,557
72044020RFA00004,1,24,"('(', '(')",(,(,,0
72044020RFA00004,1,25,"('NTFP', 'NNP')",NNP,NTFP,ntfp,937
72044020RFA00004,1,26,"(')', ')')",),),,0
72044020RFA00004,1,27,"('products', 'NNS')",NNS,products,products,1068
72044020RFA00004,1,28,"('and', 'CC')",CC,and,and,112
72044020RFA00004,1,29,"('conversion', 'NN')",NN,conversion,conversion,305
72044020RFA00004,1,30,"('of', 'IN')",IN,of,of,944
72044020RFA00004,1,31,"('natural', 'JJ')",JJ,natural,natural,912
72044020RFA00004,1,32,"('forests', 'NNS')",NNS,forests,forests,558
72044020RFA00004,1,33,"('into', 'IN')",IN,into,into,753
72044020RFA00004,1,34,"('small', 'JJ')",JJ,small,small,1224
72044020RFA00004,1,35,"('scale', 'JJ')",JJ,scale,scale,1182
72044020RFA00004,1,36,"('agriculture', 'NN')",NN,agriculture,agriculture,92
72044020RFA00004,1,37,"('.', '.')",.,.,,0
72061322RFA00004,0,0,"('USAID/Zimbabwe', 'NNP')",NNP,USAID/Zimbabwe,usaidzimbabwe,1413
72061322RFA00004,0,1,"('is', 'VBZ')",VBZ,is,is,766
72061322RFA00004,0,2,"('committed', 'VBN')",VBN,committed,committed,260
72061322RFA00004,0,3,"('to', 'TO')",TO,to,to,1348
72061322RFA00004,0,4,"('encouraging', 'VBG')",VBG,encouraging,encouraging,457
72061322RFA00004,0,5,"('a', 'DT')",DT,a,a,25
72061322RFA00004,0,6,"('culture', 'NN')",NN,culture,culture,342
72061322RFA00004,0,7,"('of', 'IN')",IN,of,of,944
72061322RFA00004,0,8,"('rule', 'NN')",NN,rule,rule,1170
72061322RFA00004,0,9,"('of', 'IN')",IN,of,of,944
72061322RFA00004,0,10,"('law', 'NN')",NN,law,law,794
72061322RFA00004,0,11,"('and', 'CC')",CC,and,and,112
72061322RFA00004,0,12,"('constitutionalism', 'NN')",NN,constitutionalism,constitutionalism,288
72061322RFA00004,0,13,"('in', 'IN')",IN,in,in,691
72061322RFA00004,0,14,"('Zimbabwe', 'NNP')",NNP,Zimbabwe,zimbabwe,1480
72061322RFA00004,0,15,"('by', 'IN')",IN,by,by,194
72061322RFA00004,0,16,"('supporting', 'VBG')",VBG,supporting,supporting,1290
72061322RFA00004,0,17,"('interventions', 'NNS')",NNS,interventions,interventions,751
72061322RFA00004,0,18,"('that', 'IN')",IN,that,that,1323
72061322RFA00004,0,19,"('strengthen', 'VBP')",VBP,strengthen,strengthen,1261
72061322RFA00004,0,20,"('institutional', 'JJ')",JJ,institutional,institutional,725
72061322RFA00004,0,21,"('independence', 'NN')",NN,independence,independence,703
72061322RFA00004,0,22,"(',', ',')",",",",",,0
72061322RFA00004,0,23,"('transparency', 'NN')",NN,transparency,transparency,1369
72061322RFA00004,0,24,"(',', ',')",",",",",,0
72061322RFA00004,0,25,"('and', 'CC')",CC,and,and,112
72061322RFA00004,0,26,"('accountability', 'NN')",NN,accountability,accountability,45
72061322RFA00004,0,27,"('.', '.')",.,.,,0
72061322RFA00004,1,0,"('The', 'DT')",DT,The,the,1324
72061322RFA00004,1,1,"('seeks', 'NN')",NN,seeks,seeks,1199
72061322RFA00004,1,2,"('to', 'TO')",TO,to,to,1348
72061322RFA00004,1,3,"('find', 'VB')",VB,find,find,543
72061322RFA00004,1,4,"('innovative', 'JJ')",JJ,innovative,innovative,722
72061322RFA00004,1,5,"('ways', 'NNS')",NNS,ways,ways,1445
72061322RFA00004,1,6,"('to', 'TO')",TO,to,to,1348
72061322RFA00004,1,7,"('engage', 'VB')",VB,engage,engage,462
72061322RFA00004,1,8,"('the', 'DT')",DT,the,the,1324
72061322RFA00004,1,9,"('full', 'JJ')",JJ,full,full,576
72061322RFA00004,1,10,"('spectrum', 'NN')",NN,spectrum,spectrum,1243
72061322RFA00004,1,11,"('of', 'IN')",IN,of,of,944
72061322RFA00004,1,12,"('state', 'NN')",NN,state,state,1253
72061322RFA00004,1,13,"('and', 'CC')",CC,and,and,112
72061322RFA00004,1,14,"('non-state', 'JJ')",JJ,non-state,nonstate,931
72061322RFA00004,1,15,"('justice', 'NN')",NN,justice,justice,782
72061322RFA00004,1,16,"('sector', 'NN')",NN,sector,sector,1191
72061322RFA00004,1,17,"('actors', 'NNS')",NNS,actors,actors,62
72061322RFA00004,1,18,"('and', 'CC')",CC,and,and,112
72061322RFA00004,1,19,"('institutions', 'NNS')",NNS,institutions,institutions,728
72061322RFA00004,1,20,"('at', 'IN')",IN,at,at,144
72061322RFA00004,1,21,"('the', 'DT')",DT,the,the,1324
72061322RFA00004,1,22,"('national', 'JJ')",JJ,national,national,911
72061322RFA00004,1,23,"('and', 'CC')",CC,and,and,112
72061322RFA00004,1,24,"('subnational', 'JJ')",JJ,subnational,subnational,1278
72061322RFA00004,1,25,"('levels', 'NNS')",NNS,levels,levels,811
72061322RFA00004,1,26,"('.', '.')",.,.,,0
72061322RFA00004,2,0,"('USAID/Zimbabwe', 'NNP')",NNP,USAID/Zimbabwe,usaidzimbabwe,1413
72061322RFA00004,2,1,"('is', 'VBZ')",VBZ,is,is,766
72061322RFA00004,2,2,"('committed', 'VBN')",VBN,committed,committed,260
72061322RFA00004,2,3,"('to', 'TO')",TO,to,to,1348
72061322RFA00004,2,4,"('fighting', 'VBG')",VBG,fighting,fighting,538
72061322RFA00004,2,5,"('corruption', 'NN')",NN,corruption,corruption,314
72061322RFA00004,2,6,"('and', 'CC')",CC,and,and,112
72061322RFA00004,2,7,"('promoting', 'VBG')",VBG,promoting,promoting,1078
72061322RFA00004,2,8,"('good', 'JJ')",JJ,good,good,607
72061322RFA00004,2,9,"('governance', 'NN')",NN,governance,governance,610
72061322RFA00004,2,10,"('in', 'IN')",IN,in,in,691
72061322RFA00004,2,11,"('Zimbabwe', 'NNP')",NNP,Zimbabwe,zimbabwe,1480
72061322RFA00004,2,12,"('.', '.')",.,.,,0
72061322RFA00004,3,0,"('For', 'IN')",IN,For,for,556
72061322RFA00004,3,1,"('USAID', 'NNP')",NNP,USAID,usaid,1404
72061322RFA00004,3,2,"(',', ',')",",",",",,0
72061322RFA00004,3,3,"('corruption', 'NN')",NN,corruption,corruption,314
72061322RFA00004,3,4,"('means', 'VBZ')",VBZ,means,means,865
72061322RFA00004,3,5,"('the', 'DT')",DT,the,the,1324
72061322RFA00004,3,6,"('abuse', 'NN')",NN,abuse,abuse,33
72061322RFA00004,3,7,"('of', 'IN')",IN,of,of,944
72061322RFA00004,3,8,"('entrusted', 'JJ')",JJ,entrusted,entrusted,474
72061322RFA00004,3,9,"('authority', 'NN')",NN,authority,authority,148
72061322RFA00004,3,10,"('for', 'IN')",IN,for,for,556
72061322RFA00004,3,11,"('private', 'JJ')",JJ,private,private,1065
72061322RFA00004,3,12,"('gain2F3', 'NN')",NN,gain2F3,gain2f3,586
72061322RFA00004,3,13,"('and', 'CC')",CC,and,and,112
72061322RFA00004,3,14,"('the', 'DT')",DT,the,the,1324
72061322RFA00004,3,15,"('Agency', 'NNP')",NNP,Agency,agency,88
72061322RFA00004,3,16,"('further', 'RBR')",RBR,further,further,582
72061322RFA00004,3,17,"('recognizes', 'VBZ')",VBZ,recognizes,recognizes,1105
72061322RFA00004,3,18,"('that', 'IN')",IN,that,that,1323
72061322RFA00004,3,19,"('all', 'DT')",DT,all,all,98
72061322RFA00004,3,20,"('forms', 'NNS')",NNS,forms,forms,560
72061322RFA00004,3,21,"('of', 'IN')",IN,of,of,944
72061322RFA00004,3,22,"('corruption', 'NN')",NN,corruption,corruption,314
72061322RFA00004,3,23,"('undermine', 'NN')",NN,undermine,undermine,1385
72061322RFA00004,3,24,"('development', 'NN')",NN,development,development,383
72061322RFA00004,3,25,"('and', 'CC')",CC,and,and,112
72061322RFA00004,3,26,"('democracy', 'NN')",NN,democracy,democracy,369
72061322RFA00004,3,27,"('.', '.')",.,.,,0
72061322RFA00004,4,0,"('Our', 'PRP$')",PRP$,Our,our,963
72061322RFA00004,4,1,"('support', 'NN')",NN,support,support,1288
72061322RFA00004,4,2,"('seeks', 'VBZ')",VBZ,seeks,seeks,1199
72061322RFA00004,4,3,"('to', 'TO')",TO,to,to,1348
72061322RFA00004,4,4,"('strengthen', 'VB')",VB,strengthen,strengthen,1261
72061322RFA00004,4,5,"('both', 'DT')",DT,both,both,179
72061322RFA00004,4,6,"('private', 'JJ')",JJ,private,private,1065
72061322RFA00004,4,7,"('(', '(')",(,(,,0
72061322RFA00004,4,8,"('e.g', 'FW')",FW,e.g,eg,438
72061322RFA00004,4,9,"('.', '.')",.,.,,0
72061322RFA00004,5,0,"('business', 'NN')",NN,business,business,190
72061322RFA00004,5,1,"('sector', 'NN')",NN,sector,sector,1191
72061322RFA00004,5,2,"(')', ')')",),),,0
72061322RFA00004,5,3,"('and', 'CC')",CC,and,and,112
72061322RFA00004,5,4,"('public', 'JJ')",JJ,public,public,1091
72061322RFA00004,5,5,"('institutions', 'NNS')",NNS,institutions,institutions,728
72061322RFA00004,5,6,"('(', '(')",(,(,,0
72061322RFA00004,5,7,"('e.g', 'NN')",NN,e.g,eg,438
72061322RFA00004,5,8,"('.', '.')",.,.,,0
72061322RFA00004,6,0,"('health', 'NN')",NN,health,health,633
72061322RFA00004,6,1,"(',', ',')",",",",",,0
72061322RFA00004,6,2,"('education', 'NN')",NN,education,education,429
72061322RFA00004,6,3,"('and', 'CC')",CC,and,and,112
72061322RFA00004,6,4,"('other', 'JJ')",JJ,other,other,962
72061322RFA00004,6,5,"('social', 'JJ')",JJ,social,social,1229
72061322RFA00004,6,6,"('services', 'NNS')",NNS,services,services,1205
72061322RFA00004,6,7,"(')', ')')",),),,0
72061322RFA00004,6,8,"('working', 'VBG')",VBG,working,working,1472
72061322RFA00004,6,9,"('to', 'TO')",TO,to,to,1348
72061322RFA00004,6,10,"('promote', 'VB')",VB,promote,promote,1076
72061322RFA00004,6,11,"('good', 'JJ')",JJ,good,good,607
72061322RFA00004,6,12,"('governance', 'NN')",NN,governance,governance,610
72061322RFA00004,6,13,"('.', '.')",.,.,,0
72061322RFA00004,7,0,"('The', 'DT')",DT,The,the,1324
72061322RFA00004,7,1,"('seeks', 'NN')",NN,seeks,seeks,1199
72061322RFA00004,7,2,"('innovative', 'JJ')",JJ,innovative,innovative,722
72061322RFA00004,7,3,"('ways', 'NNS')",NNS,ways,ways,1445
72061322RFA00004,7,4,"('to', 'TO')",TO,to,to,1348
72061322RFA00004,7,5,"('empower', 'VB')",VB,empower,empower,451
72061322RFA00004,7,6,"('citizens', 'NNS')",NNS,citizens,citizens,228
72061322RFA00004,7,7,"('in', 'IN')",IN,in,in,691
72061322RFA00004,7,8,"('general', 'JJ')",JJ,general,general,593
72061322RFA00004,7,9,"('and', 'CC')",CC,and,and,112
72061322RFA00004,7,10,"('young', 'JJ')",JJ,young,young,1478
72061322RFA00004,7,11,"('people', 'NNS')",NNS,people,people,999
72061322RFA00004,7,12,"('in', 'IN')",IN,in,in,691
72061322RFA00004,7,13,"('particular', 'JJ')",JJ,particular,particular,985
72061322RFA00004,7,14,"(',', ',')",",",",",,0
72061322RFA00004,7,15,"('to', 'TO')",TO,to,to,1348
72061322RFA00004,7,16,"('fight', 'VB')",VB,fight,fight,537
72061322RFA00004,7,17,"('corruption', 'NN')",NN,corruption,corruption,314
72061322RFA00004,7,18,"(';', ':')",:,;,,0
72061322RFA00004,7,19,"('facilitate', 'JJ')",JJ,facilitate,facilitate,524
72061322RFA00004,7,20,"('access', 'NN')",NN,access,access,42
72061322RFA00004,7,21,"('to', 'TO')",TO,to,to,1348
72061322RFA00004,7,22,"('information', 'NN')",NN,information,information,716
72061322RFA00004,7,23,"(';', ':')",:,;,,0
72061322RFA00004,7,24,"('strengthen', 'CC')",CC,strengthen,strengthen,1261
72061322RFA00004,7,25,"('sub-national', 'JJ')",JJ,sub-national,subnational,1278
72061322RFA00004,7,26,"('institutions', 'NNS')",NNS,institutions,institutions,728
72061322RFA00004,7,27,"('and', 'CC')",CC,and,and,112
72061322RFA00004,7,28,"('promote', 'JJ')",JJ,promote,promote,1076
72061322RFA00004,7,29,"('rule', 'NN')",NN,rule,rule,1170
72061322RFA00004,7,30,"('of', 'IN')",IN,of,of,944
72061322RFA00004,7,31,"('law', 'NN')",NN,law,law,794
72061322RFA00004,7,32,"('with', 'IN')",IN,with,with,1464
72061322RFA00004,7,33,"('the', 'DT')",DT,the,the,1324
72061322RFA00004,7,34,"('ultimate', 'JJ')",JJ,ultimate,ultimate,1382
72061322RFA00004,7,35,"('aim', 'NN')",NN,aim,aim,94
72061322RFA00004,7,36,"('of', 'IN')",IN,of,of,944
72061322RFA00004,7,37,"('reducing', 'VBG')",VBG,reducing,reducing,1111
72061322RFA00004,7,38,"('both', 'DT')",DT,both,both,179
72061322RFA00004,7,39,"('grand', 'JJ')",JJ,grand,grand,615
72061322RFA00004,7,40,"('and', 'CC')",CC,and,and,112
72061322RFA00004,7,41,"('petty', 'JJ')",JJ,petty,petty,1007
72061322RFA00004,7,42,"('corruption', 'NN')",NN,corruption,corruption,314
72061322RFA00004,7,43,"('in', 'IN')",IN,in,in,691
72061322RFA00004,7,44,"('Zimbabwe', 'NNP')",NNP,Zimbabwe,zimbabwe,1480
72061322RFA00004,7,45,"('.', '.')",.,.,,0
72067022RFA00001,0,0,"('The', 'DT')",DT,The,the,1324
72067022RFA00001,0,1,"('Libya', 'NNP')",NNP,Libya,libya,815
72067022RFA00001,0,2,"('Economic', 'NNP')",NNP,Economic,economic,422
72067022RFA00001,0,3,"('Acceleration', 'NNP')",NNP,Acceleration,acceleration,39
72067022RFA00001,0,4,"('Project', 'NNP')",NNP,Project,project,1074
72067022RFA00001,0,5,"(',', ',')",",",",",,0
72067022RFA00001,0,6,"('LEAP', 'NNP')",NNP,LEAP,leap,799
72067022RFA00001,0,7,"('or', 'CC')",CC,or,or,957
72067022RFA00001,0,8,"('Aqfuz', 'NNP')",NNP,Aqfuz,aqfuz,127
72067022RFA00001,0,9,"('(', '(')",(,(,,0
72067022RFA00001,0,10,"('“', 'NNP')",NNP,“,,0
72067022RFA00001,0,11,"('Aqfuz', 'NNP')",NNP,Aqfuz,aqfuz,127
72067022RFA00001,0,12,"('”', 'NNP')",NNP,”,,0
72067022RFA00001,0,13,"('means', 'VBZ')",VBZ,means,means,865
72067022RFA00001,0,14,"('“', 'JJ')",JJ,“,,0
72067022RFA00001,0,15,"('jump', 'NN')",NN,jump,jump,781
72067022RFA00001,0,16,"('”', 'NN')",NN,”,,0
72067022RFA00001,0,17,"('or', 'CC')",CC,or,or,957
72067022RFA00001,0,18,"('“', 'VB')",VB,“,,0
72067022RFA00001,0,19,"('leap', 'JJ')",JJ,leap,leap,799
72067022RFA00001,0,20,"('”', 'NN')",NN,”,,0
72067022RFA00001,0,21,"('in', 'IN')",IN,in,in,691
72067022RFA00001,0,22,"('Arabic', 'NNP')",NNP,Arabic,arabic,128
72067022RFA00001,0,23,"(')', ')')",),),,0
72067022RFA00001,0,24,"('will', 'MD')",MD,will,will,1462
72067022RFA00001,0,25,"('promote', 'VB')",VB,promote,promote,1076
72067022RFA00001,0,26,"('an', 'DT')",DT,an,an,108
72067022RFA00001,0,27,"('inclusive', 'JJ')",JJ,inclusive,inclusive,698
72067022RFA00001,0,28,"(',', ',')",",",",",,0
72067022RFA00001,0,29,"('private', 'JJ')",JJ,private,private,1065
72067022RFA00001,0,30,"('sector', 'NN')",NN,sector,sector,1191
72067022RFA00001,0,31,"('led', 'VBD')",VBD,led,led,804
72067022RFA00001,0,32,"('economic', 'JJ')",JJ,economic,economic,422
72067022RFA00001,0,33,"('growth', 'NN')",NN,growth,growth,624
72067022RFA00001,0,34,"('and', 'CC')",CC,and,and,112
72067022RFA00001,0,35,"('increase', 'VB')",VB,increase,increase,699
72067022RFA00001,0,36,"('employment', 'NN')",NN,employment,employment,450
72067022RFA00001,0,37,"('opportunities', 'NNS')",NNS,opportunities,opportunities,954
72067022RFA00001,0,38,"('and', 'CC')",CC,and,and,112
72067022RFA00001,0,39,"('economic', 'JJ')",JJ,economic,economic,422
72067022RFA00001,0,40,"('diversification', 'NN')",NN,diversification,diversification,404
72067022RFA00001,0,41,"('for', 'IN')",IN,for,for,556
72067022RFA00001,0,42,"('vulnerable', 'JJ')",JJ,vulnerable,vulnerable,1437
72067022RFA00001,0,43,"('and', 'CC')",CC,and,and,112
72067022RFA00001,0,44,"('historically', 'RB')",RB,historically,historically,649
72067022RFA00001,0,45,"('marginalized', 'JJ')",JJ,marginalized,marginalized,852
72067022RFA00001,0,46,"('populations', 'NNS')",NNS,populations,populations,1034
72067022RFA00001,0,47,"('in', 'IN')",IN,in,in,691
72067022RFA00001,0,48,"('different', 'JJ')",JJ,different,different,388
72067022RFA00001,0,49,"('centers', 'NNS')",NNS,centers,centers,215
72067022RFA00001,0,50,"('in', 'IN')",IN,in,in,691
72067022RFA00001,0,51,"('Libya', 'NNP')",NNP,Libya,libya,815
72067022RFA00001,0,52,"('’', 'NNP')",NNP,’,,0
72067022RFA00001,0,53,"('s', 'VBD')",VBD,s,s,1173
72067022RFA00001,0,54,"('south', 'JJ')",JJ,south,south,1237
72067022RFA00001,0,55,"('and', 'CC')",CC,and,and,112
72067022RFA00001,0,56,"('specifically', 'RB')",RB,specifically,specifically,1242
72067022RFA00001,0,57,"('the', 'DT')",DT,the,the,1324
72067022RFA00001,0,58,"('Fezzan', 'NNP')",NNP,Fezzan,fezzan,535
72067022RFA00001,0,59,"('Region', 'NNP')",NNP,Region,region,1123
72067022RFA00001,0,60,"('.', '.')",.,.,,0
72067022RFA00001,1,0,"('The', 'DT')",DT,The,the,1324
72067022RFA00001,1,1,"('project', 'NN')",NN,project,project,1074
72067022RFA00001,1,2,"('will', 'MD')",MD,will,will,1462
72067022RFA00001,1,3,"('also', 'RB')",RB,also,also,101
